Date,Open_DJI,High_DJI,Low_DJI,Close_DJI,Volume_DJI,AdjClose_DJI,Return_DJI
2000-04-04,11225.339844,11418.240234,10717.780273,11164.839844,319280000,11164.839844,-0.005087346435706852
2000-04-05,11163.290039,11218.209961,11002.580078,11033.919922,189310000,11033.919922,-0.011726090461598337
2000-04-06,11029.55957,11201.139648,11029.55957,11114.269531,161820000,11114.269531,0.007282054751892364
2000-04-07,11122.030273,11192.450195,11062.769531,11111.480469,156500000,11111.480469,-0.00025094424714289243
2000-04-10,11114.889648,11287.700195,11097.209961,11186.55957,150070000,11186.55957,0.006756894475894892
2000-04-11,11180.980469,11361.150391,11102.480469,11287.080078,171130000,11287.080078,0.008985828696570497
2000-04-12,11283.049805,11425.450195,11116.75,11125.129883,234780000,11125.129883,-0.014348280855707163
2000-04-13,11132.580078,11144.05957,10920.759766,10923.549805,200240000,10923.549805,-0.018119346031908123
2000-04-14,10922.849609,10922.849609,10201.530273,10305.769531,267580000,10305.769531,-0.05655490065301172
2000-04-17,10303.290039,10583.75,10232.549805,10582.509766,247520000,10582.509766,0.026852942341428987
2000-04-18,10584.019531,10773.929688,10571.339844,10767.419922,218380000,10767.419922,0.017473185481395648
2000-04-19,10748.969727,10789.44043,10632.150391,10674.959961,193860000,10674.959961,-0.008587011714021098
2000-04-20,10668.19043,10845.290039,10665.089844,10844.049805,158390000,10844.049805,0.015839857443751937
2000-04-24,10822.330078,10910.75,10695.44043,10906.099609,295330000,10906.099609,0.005722013926143132
2000-04-25,10916.650391,11136.610352,10881.040039,11124.820312,240200000,11124.820312,0.020054896878028305
2000-04-26,11127.919922,11141.879883,10902.05957,10945.5,198970000,10945.5,-0.016118940079110522
2000-04-27,10941.910156,10941.910156,10747.25,10888.099609,192920000,10888.099609,-0.005244199990863785
2000-04-28,10892.759766,10959.230469,10715.299805,10733.910156,173520000,10733.910156,-0.014161282366717987
2000-05-01,10749.419922,10926.259766,10724.219727,10811.780273,174020000,10811.780273,0.0072545899740434905
2000-05-02,10805.580078,10824.5,10710.019531,10731.120117,208610000,10731.120117,-0.007460395417157262
2000-05-03,10732.209961,10732.209961,10400.089844,10480.129883,200220000,10480.129883,-0.02338900611152306
2000-05-04,10478.889648,10523.099609,10407.530273,10412.490234,169170000,10412.490234,-0.00645408499275546
2000-05-05,10409.700195,10585.919922,10375.80957,10577.860352,138300000,10577.860352,0.015881898977442965
2000-05-08,10571.30957,10627.849609,10522.070312,10603.629883,144180000,10603.629883,0.0024361761398303816
2000-05-09,10607.540039,10684.849609,10514.25,10536.75,166320000,10536.75,-0.006307263054062595
2000-05-10,10533.089844,10533.089844,10292.099609,10367.780273,225970000,10367.780273,-0.016036228153842425
2000-05-11,10369.269531,10575.099609,10369.269531,10545.969727,185720000,10545.969727,0.01718684706928486
2000-05-12,10549.05957,10673.790039,10543.919922,10609.370117,137770000,10609.370117,0.006011812250672488
2000-05-15,10606.969727,10811.549805,10605.259766,10807.780273,155810000,10807.780273,0.01870140770016837
2000-05-16,10816.009766,10971.240234,10816.009766,10934.570312,181920000,10934.570312,0.011731367200048082
2000-05-17,10930.639648,10930.639648,10752.610352,10769.740234,169570000,10769.740234,-0.015074216297197185
2000-05-18,10771.799805,10864.320312,10764.259766,10777.280273,161220000,10777.280273,0.0007001133579986885
2000-05-19,10764.219727,10764.219727,10570.650391,10626.849609,188270000,10626.849609,-0.013958128599185549
2000-05-22,10624.790039,10664.540039,10369.490234,10542.549805,185570000,10542.549805,-0.007932718265684868
2000-05-23,10539.120117,10557.450195,10416.780273,10422.269531,157080000,10422.269531,-0.011409030663811048
2000-05-24,10420.900391,10554.879883,10364.009766,10535.349609,225350000,10535.349609,0.010849851624318063
2000-05-25,10529.870117,10558.650391,10266.0,10323.919922,184380000,10323.919922,-0.020068597136955413
2000-05-26,10322.889648,10387.660156,10258.80957,10299.240234,129200000,10299.240234,-0.0023905346211962053
2000-05-30,10302.30957,10528.150391,10302.30957,10527.129883,165450000,10527.129883,0.022126840798186942
2000-05-31,10528.280273,10599.429688,10490.799805,10522.330078,162880000,10522.330078,-0.0004559462126281222
2000-06-01,10532.269531,10673.450195,10513.080078,10652.200195,183990000,10652.200195,0.012342334448482095
2000-06-02,10660.089844,10846.080078,10660.089844,10794.759766,200900000,10794.759766,0.013383110380043028
2000-06-05,10793.110352,10863.0,10752.280273,10815.299805,151120000,10815.299805,0.0019027787042278366
2000-06-06,10822.610352,10822.610352,10707.719727,10735.570312,169370000,10735.570312,-0.007371917046917309
2000-06-07,10733.480469,10848.379883,10695.179688,10812.860352,154430000,10812.860352,0.007199434939530569
2000-06-08,10818.780273,10823.660156,10635.730469,10668.719727,176280000,10668.719727,-0.013330480585864501
2000-06-09,10678.469727,10763.769531,10588.290039,10614.05957,136750000,10614.05957,-0.005123403594685105
2000-06-12,10615.120117,10652.589844,10564.209961,10564.209961,136750000,10564.209961,-0.004696563899160289
2000-06-13,10562.30957,10654.719727,10492.790039,10621.839844,155190000,10621.839844,0.005455200456328635
2000-06-14,10632.459961,10737.709961,10624.679688,10687.950195,166340000,10687.950195,0.0062240018651140705
2000-06-15,10689.629883,10763.700195,10669.209961,10714.820312,176200000,10714.820312,0.002514057093246036
2000-06-16,10717.759766,10724.830078,10449.299805,10449.299805,233100000,10449.299805,-0.024780677535266804
2000-06-19,10448.400391,10597.44043,10440.110352,10557.839844,169330000,10557.839844,0.010387302596874814
2000-06-20,10558.900391,10561.379883,10407.94043,10435.160156,179000000,10435.160156,-0.01161977164009731
2000-06-21,10446.830078,10521.070312,10410.05957,10497.740234,204540000,10497.740234,0.005997040492379924
2000-06-22,10495.969727,10495.969727,10335.459961,10376.120117,189280000,10376.120117,-0.011585361638698055
2000-06-23,10376.469727,10478.650391,10376.469727,10404.75,142390000,10404.75,0.0027592089024772726
2000-06-26,10403.69043,10566.679688,10403.69043,10542.990234,157390000,10542.990234,0.013286261947668132
2000-06-27,10541.580078,10615.830078,10504.459961,10504.459961,159240000,10504.459961,-0.003654586805529214
2000-06-28,10506.389648,10620.419922,10506.389648,10527.790039,189270000,10527.790039,0.0022209688157808216
2000-06-29,10523.900391,10523.900391,10359.5,10398.040039,168670000,10398.040039,-0.012324523904764795
2000-06-30,10393.089844,10448.240234,10336.160156,10447.889648,224060000,10447.889648,0.004794135126719112
2000-07-03,10450.360352,10565.620117,10422.080078,10560.669922,74690000,10560.669922,0.01079455065086643
2000-07-05,10538.230469,10572.69043,10463.179688,10483.599609,154490000,10483.599609,-0.007297862121364629
2000-07-06,10481.450195,10527.790039,10393.089844,10481.469727,147120000,10481.469727,-0.0002031632339499767
2000-07-07,10483.330078,10658.25,10483.330078,10635.980469,158820000,10635.980469,0.014741324072327755
2000-07-10,10627.139648,10703.150391,10604.860352,10646.580078,148470000,10646.580078,0.0009965803369886839
2000-07-11,10649.05957,10807.450195,10626.790039,10727.19043,160920000,10727.19043,0.007571478485055794
2000-07-12,10722.240234,10834.320312,10722.240234,10783.759766,151430000,10783.759766,0.005273453134736483
2000-07-13,10774.919922,10829.730469,10754.419922,10788.709961,175240000,10788.709961,0.00045904166148136305
2000-07-14,10793.30957,10821.950195,10753.709961,10812.75,150970000,10812.75,0.002228258900915936
2000-07-17,10812.400391,10847.400391,10749.469727,10804.269531,162780000,10804.269531,-0.0007843026982035095
2000-07-18,10799.160156,10799.160156,10703.05957,10739.919922,170620000,10739.919922,-0.005955942585046281
2000-07-19,10724.150391,10790.480469,10685.480469,10696.080078,213930000,10696.080078,-0.004081952595400229
2000-07-20,10700.679688,10874.629883,10700.679688,10843.870117,178590000,10843.870117,0.013817215084615642
2000-07-21,10843.509766,10851.650391,10716.150391,10733.55957,170710000,10733.55957,-0.010172617876256784
2000-07-24,10731.44043,10778.110352,10678.400391,10685.120117,147970000,10685.120117,-0.004512897392900839
2000-07-25,10689.280273,10744.519531,10680.169922,10699.969727,168950000,10699.969727,0.0013897466605334863
2000-07-26,10689.360352,10692.549805,10516.480469,10516.480469,201880000,10516.480469,-0.01714857730269914
2000-07-27,10516.830078,10643.400391,10516.830078,10586.129883,160760000,10586.129883,0.006622882456284618
2000-07-28,10594.969727,10649.05957,10464.5,10511.169922,174720000,10511.169922,-0.00708095988132329
2000-07-31,10514.290039,10603.290039,10497.799805,10521.980469,175820000,10521.980469,0.0010284818036643273
2000-08-01,10523.80957,10626.919922,10516.759766,10606.950195,151420000,10606.950195,0.008075449888007125
2000-08-02,10609.150391,10724.530273,10587.540039,10687.530273,163400000,10687.530273,0.007596913016333806
2000-08-03,10679.370117,10744.30957,10623.44043,10706.580078,161580000,10706.580078,0.001782432845886417
2000-08-04,10713.360352,10769.950195,10664.459961,10767.75,150750000,10767.75,0.005713301684978855
2000-08-07,10773.980469,10892.280273,10736.980469,10867.009766,145090000,10867.009766,0.009218245780223233
2000-08-08,10865.150391,10988.25,10836.610352,10976.889648,204720000,10976.889648,0.010111326332270965
2000-08-09,10970.94043,10978.269531,10892.650391,10905.830078,186430000,10905.830078,-0.006473561480409562
2000-08-10,10901.05957,10946.490234,10886.790039,10908.759766,144290000,10908.759766,0.0002686350309004659
2000-08-11,10905.980469,11067.730469,10902.679688,11027.799805,155120000,11027.799805,0.010912334816559177
2000-08-14,11027.070312,11177.610352,11006.19043,11176.139648,140280000,11176.139648,0.013451445040990162
2000-08-15,11175.049805,11175.049805,11046.120117,11067.0,155190000,11067.0,-0.00976541555827204
2000-08-16,11068.830078,11088.969727,10961.139648,11008.389648,162550000,11008.389648,-0.005295956627812348
2000-08-17,11010.950195,11091.540039,10984.400391,11055.639648,177570000,11055.639648,0.00429218091935768
2000-08-18,11051.200195,11082.379883,11006.19043,11046.480469,164870000,11046.480469,-0.0008284621506867706
2000-08-21,11058.849609,11106.19043,11027.070312,11079.80957,147300000,11079.80957,0.0030171692326377286
2000-08-22,11082.200195,11189.700195,11081.280273,11139.150391,146810000,11139.150391,0.005355761813873761
2000-08-23,11130.549805,11172.299805,11059.669922,11144.650391,145650000,11144.650391,0.0004937539944198654
2000-08-24,11143.910156,11197.759766,11120.099609,11182.740234,143970000,11182.740234,0.003417769213358346
2000-08-25,11182.740234,11210.94043,11155.629883,11192.629883,127920000,11192.629883,0.0008843672295928418
2000-08-28,11194.480469,11319.05957,11188.929688,11252.839844,166710000,11252.839844,0.005379429287789783
2000-08-29,11249.269531,11256.169922,11196.599609,11215.099609,149300000,11215.099609,-0.003353840943548292
2000-08-30,11209.009766,11210.290039,11096.349609,11103.009766,146490000,11103.009766,-0.00999454725395843
2000-08-31,11105.230469,11310.549805,11104.860352,11215.099609,183320000,11215.099609,0.010095446672779396
2000-09-01,11219.540039,11313.599609,11219.540039,11238.780273,125140000,11238.780273,0.0021114983215124727
2000-09-05,11221.759766,11301.669922,11184.769531,11260.610352,174500000,11260.610352,0.0019423886284568592
2000-09-06,11253.580078,11401.19043,11253.209961,11310.639648,224760000,11310.639648,0.004442858285307327
2000-09-07,11316.009766,11323.870117,11223.240234,11259.870117,222220000,11259.870117,-0.004488652505959534
2000-09-08,11261.719727,11261.719727,11191.049805,11220.650391,181620000,11220.650391,-0.003483141953901203
2000-09-11,11219.540039,11286.129883,11139.259766,11195.490234,160120000,11195.490234,-0.0022423082551595863
2000-09-12,11197.709961,11255.799805,11113.730469,11233.230469,172030000,11233.230469,0.0033710212068591705
2000-09-13,11225.030273,11231.009766,11140.740234,11182.179688,216210000,11182.179688,-0.004544621526361703
2000-09-14,11189.580078,11208.070312,11069.339844,11087.469727,218810000,11087.469727,-0.00846972268757562
2000-09-15,11087.839844,11110.040039,10916.919922,10927.0,291270000,10927.0,-0.014473070136933663
2000-09-18,10926.419922,10935.580078,10798.169922,10808.519531,198950000,10808.519531,-0.010842909215704188
2000-09-19,10812.219727,10839.139648,10761.910156,10789.290039,214080000,10789.290039,-0.001779105079548371
2000-09-20,10794.469727,10824.05957,10567.320312,10687.919922,243780000,10687.919922,-0.009395439054245336
2000-09-21,10680.519531,10783.370117,10660.540039,10765.519531,186170000,10765.519531,0.007260496856855259
2000-09-22,10678.299805,10858.099609,10621.700195,10847.370117,487370000,10847.370117,0.0076030316757409455
2000-09-25,10847.370117,10897.30957,10783.0,10808.150391,259920000,10808.150391,-0.003615597658877312
2000-09-26,10806.299805,10813.240234,10615.780273,10631.320312,321770000,10631.320312,-0.01636080851976729
2000-09-27,10631.320312,10678.669922,10579.519531,10628.360352,271660000,10628.360352,-0.000278418852328155
2000-09-28,10629.839844,10856.25,10623.179688,10824.05957,233190000,10824.05957,0.01841292650217441
2000-09-29,10821.400391,10821.400391,10650.549805,10650.919922,236360000,10650.919922,-0.015995814405888376
2000-10-02,10659.05957,10721.219727,10631.320312,10700.129883,215090000,10700.129883,0.004620254528282963
2000-10-03,10709.839844,10857.730469,10709.839844,10719.740234,259600000,10719.740234,0.0018327208374504522
2000-10-04,10723.330078,10849.959961,10713.620117,10784.480469,264380000,10784.480469,0.006039347370998982
2000-10-05,10783.719727,10843.299805,10722.700195,10724.919922,217400000,10724.919922,-0.005522801693712331
2000-10-06,10726.759766,10779.849609,10518.849609,10596.540039,237860000,10596.540039,-0.011970241636644285
2000-10-09,10596.910156,10641.30957,10546.230469,10568.429688,167770000,10568.429688,-0.0026527858052289854
2000-10-10,10569.169922,10623.549805,10488.889648,10524.400391,212070000,10524.400391,-0.004166115335941911
2000-10-11,10521.070312,10566.580078,10350.889648,10413.790039,324520000,10413.790039,-0.01050989585065476
2000-10-12,10424.139648,10460.400391,10023.490234,10034.580078,367130000,10034.580078,-0.03641421226852515
2000-10-13,10031.620117,10208.089844,10014.240234,10192.179688,300410000,10192.179688,0.01570565073724639
2000-10-16,10184.780273,10272.089844,10177.759766,10238.799805,270220000,10238.799805,0.004574106660902855
2000-10-17,10242.870117,10293.919922,10026.450195,10089.709961,253140000,10089.709961,-0.014561261753276322
2000-10-18,10085.990234,10085.990234,9654.639648,9975.019531,372410000,9975.019531,-0.01136706906772511
2000-10-19,10014.610352,10142.980469,10014.610352,10142.980469,343710000,10142.980469,0.016838156304157303
2000-10-20,10141.129883,10229.549805,10067.509766,10226.589844,319750000,10226.589844,0.008243077590017522
2000-10-23,10230.290039,10361.25,10216.230469,10271.719727,339180000,10271.719727,0.00441299433031217
2000-10-24,10273.570312,10439.30957,10273.570312,10393.070312,274990000,10393.070312,0.01181404752322246
2000-10-25,10395.660156,10461.969727,10306.589844,10326.480469,312490000,10326.480469,-0.006407138699246029
2000-10-26,10326.480469,10454.849609,10265.05957,10380.120117,277120000,10380.120117,0.0051943784875230214
2000-10-27,10381.599609,10590.620117,10380.860352,10590.620117,377740000,10590.620117,0.020279148760066423
2000-10-30,10588.05957,10869.519531,10578.490234,10835.769531,266040000,10835.769531,0.02314778655939964
2000-10-31,10835.389648,10995.410156,10812.259766,10971.139648,281800000,10971.139648,0.012492893708445862
2000-11-01,10966.209961,10993.509766,10838.040039,10899.469727,249720000,10899.469727,-0.006532586704706245
2000-11-02,10903.169922,10946.490234,10869.900391,10880.509766,250440000,10880.509766,-0.0017395305895508972
2000-11-03,10883.169922,10883.169922,10756.900391,10817.950195,195280000,10817.950195,-0.005749691176739624
2000-11-06,10820.599609,11006.5,10809.980469,10977.209961,186860000,10977.209961,0.014721806176701602
2000-11-07,10978.719727,10996.549805,10926.019531,10952.179688,171150000,10952.179688,-0.0022802035388708175
2000-11-08,10954.339844,11002.230469,10903.269531,10907.05957,264700000,10907.05957,-0.004119738653433291
2000-11-09,10902.110352,10902.110352,10618.490234,10834.25,252890000,10834.25,-0.0066754535934013814
2000-11-10,10813.780273,10813.780273,10602.570312,10602.950195,273910000,10602.950195,-0.021348944781595436
2000-11-13,10595.349609,10595.730469,10369.740234,10517.25,298020000,10517.25,-0.008082674484353736
2000-11-14,10528.25,10728.360352,10528.25,10681.05957,227080000,10681.05957,0.015575323397275742
2000-11-15,10681.209961,10799.370117,10635.94043,10707.599609,189850000,10707.599609,0.0024847758619888083
2000-11-16,10705.330078,10757.660156,10639.349609,10656.030273,175280000,10656.030273,-0.004816143475952828
2000-11-17,10657.129883,10762.589844,10565.790039,10629.870117,221680000,10629.870117,-0.002454962620206169
2000-11-20,10624.179688,10624.280273,10449.280273,10462.650391,203170000,10462.650391,-0.015731116576163218
2000-11-21,10465.570312,10569.009766,10415.25,10494.5,191420000,10494.5,0.0030441243671295304
2000-11-22,10484.259766,10493.269531,10371.639648,10399.320312,204630000,10399.320312,-0.009069482871980616
2000-11-24,10403.870117,10508.150391,10397.049805,10470.230469,87980000,10470.230469,0.006818729962397185
2000-11-27,10479.330078,10626.839844,10479.330078,10546.070312,203320000,10546.070312,0.0072433785697978426
2000-11-28,10537.860352,10613.94043,10489.570312,10507.580078,235020000,10507.580078,-0.003649722869399241
2000-11-29,10502.740234,10646.169922,10480.830078,10629.110352,235620000,10629.110352,0.011565962200416724
2000-11-30,10610.530273,10610.530273,10292.389648,10414.490234,362290000,10414.490234,-0.02019172921274781
2000-12-01,10416.759766,10524.450195,10348.700195,10373.540039,301730000,10373.540039,-0.003932040270805737
2000-12-04,10377.330078,10604.459961,10319.30957,10560.950195,261400000,10560.950195,0.018066171749992588
2000-12-05,10576.780273,10917.299805,10576.780273,10898.719727,291620000,10898.719727,0.031982873298646464
2000-12-06,10896.139648,10896.139648,10620.860352,10664.379883,312570000,10664.379883,-0.021501593753205483
2000-12-07,10644.660156,10689.019531,10583.230469,10617.360352,249400000,10617.360352,-0.004409026264616922
2000-12-08,10632.139648,10803.540039,10631.860352,10712.910156,275080000,10712.910156,0.00899939352458734
2000-12-11,10719.360352,10792.160156,10670.05957,10725.799805,256450000,10725.799805,0.0012031883785361686
2000-12-12,10725.799805,10856.25,10703.80957,10768.269531,238100000,10768.269531,0.003959585930384479
2000-12-13,10777.950195,10915.400391,10772.540039,10794.44043,239430000,10794.44043,0.002430371836873002
2000-12-14,10794.820312,10798.990234,10615.839844,10674.990234,193430000,10674.990234,-0.01106589978189354
2000-12-15,10647.980469,10653.379883,10434.589844,10434.959961,479460000,10434.959961,-0.022485292046029226
2000-12-18,10433.339844,10679.919922,10433.339844,10645.419922,217520000,10645.419922,0.02016873680268816
2000-12-19,10643.139648,10784.580078,10582.849609,10584.370117,278950000,10584.370117,-0.00573484234979138
2000-12-20,10580.969727,10580.969727,10318.929688,10318.929688,311500000,10318.929688,-0.02507852862908344
2000-12-21,10314.379883,10520.469727,10299.209961,10487.290039,321300000,10487.290039,0.01631567963834346
2000-12-22,10495.259766,10640.870117,10475.349609,10635.55957,230880000,10635.55957,0.014138021400058376
2000-12-26,10638.209961,10701.160156,10597.639648,10692.44043,153960000,10692.44043,0.005348177463125436
2000-12-27,10690.099609,10828.94043,10645.040039,10803.160156,190400000,10803.160156,0.01035495373809625
2000-12-28,10795.200195,10901.370117,10774.719727,10868.759766,188600000,10868.759766,0.0060722611766119705
2000-12-29,10868.759766,10917.679688,10758.320312,10787.990234,210800000,10787.990234,-0.007431347618213513
2001-01-02,10790.919922,10797.019531,10585.360352,10646.150391,253300000,10646.150391,-0.013147939507117012
2001-01-03,10637.419922,11019.049805,10581.089844,10945.75,420720000,10945.75,0.02814159090343815
2001-01-04,10944.94043,11028.0,10888.419922,10912.410156,382800000,10912.410156,-0.0030459168170294815
2001-01-05,10912.80957,10919.419922,10627.75,10662.009766,272650000,10662.009766,-0.02294638731685894
2001-01-08,10658.730469,10700.849609,10516.019531,10621.349609,225780000,10621.349609,-0.0038135546573647705
2001-01-09,10625.209961,10680.719727,10531.070312,10572.549805,254160000,10572.549805,-0.0045945012447994316
2001-01-10,10568.480469,10611.589844,10472.509766,10604.269531,263700000,10604.269531,0.003000196412884071
2001-01-11,10600.200195,10638.019531,10552.620117,10609.549805,279720000,10609.549805,0.0004979384939778342
2001-01-12,10608.740234,10623.889648,10468.040039,10525.379883,247020000,10525.379883,-0.007933411270696356
2001-01-16,10525.780273,10664.049805,10486.639648,10652.660156,233330000,10652.660156,0.012092701110539172
2001-01-17,10660.950195,10705.929688,10545.299805,10584.339844,304800000,10584.339844,-0.0064134508188097294
2001-01-18,10584.570312,10737.240234,10567.469727,10678.280273,307320000,10678.280273,0.008875416925813617
2001-01-19,10686.0,10717.719727,10564.009766,10587.589844,363100000,10587.589844,-0.008492980768570968
2001-01-22,10581.900391,10634.360352,10509.919922,10578.240234,233850000,10578.240234,-0.0008830725535989847
2001-01-23,10575.799805,10679.089844,10553.839844,10649.80957,269970000,10649.80957,0.006765712861196427
2001-01-24,10651.849609,10680.30957,10619.719727,10646.969727,283190000,10646.969727,-0.0002666566929045988
2001-01-25,10664.530273,10778.719727,10633.44043,10729.519531,249120000,10729.519531,0.007753361389829072
2001-01-26,10727.080078,10742.94043,10625.009766,10659.980469,232990000,10659.980469,-0.006481097480561582
2001-01-29,10657.129883,10725.139648,10612.530273,10702.19043,224980000,10702.19043,0.0039596658852003586
2001-01-30,10702.19043,10900.769531,10682.959961,10881.200195,242900000,10881.200195,0.016726460454133285
2001-01-31,10882.25,10957.5,10832.580078,10887.360352,280560000,10887.360352,0.0005661284499507424
2001-02-01,10884.820312,10983.799805,10864.169922,10983.629883,221680000,10983.629883,0.008842320625707556
2001-02-02,10982.709961,11022.780273,10848.580078,10864.099609,206940000,10864.099609,-0.010882583924737177
